Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
18,18.1,1.51,0.087,0,7.7,569,50.58,55.14,0.9,0.11,1023,1.3,300,1.6
19,19.8,1.53,0.091,0,7.5,611,45.01,51.84,0.9,0.11,1022,1.4,298,1.7
20,20.8,1.54,0.094,0,6.7,583,40.09,52.25,0.9,0.11,1021,1.4,293,1.8
21,21.2,1.46,0.109,7,6.4,462,38.3,56.29,0.9,0.11,1021,1.5,289,2.0
22,21.1,1.35,0.107,7,6.5,328,38.7,63.24,0.9,0.11,1020,1.7,286,2.4
23,20.0,1.21,0.1,7,7.3,196,43.84,72.24,0.91,0.11,1020,1.9,283,2.6
0,17.9,1.09,0.085,0,9.1,89,56.44,82.52,0.91,0.11,1021,2.1,281,2.7
1,16.0,1.03,0.07,0,11.1,0,72.86,93.82,0.92,0.11,1021,2.3,281,2.9
2,15.1,1.01,0.061,0,12.5,0,84.27,105.47,0.92,0.11,1021,2.4,285,2.9
3,14.4,1.04,0.055,0,12.9,0,90.82,117.3,0.92,0.11,1021,2.5,288,2.6
4,13.8,1.08,0.052,0,13.0,0,95.03,128.99,0.92,0.11,1021,2.5,289,2.3
5,13.3,1.12,0.051,0,13.0,0,98.07,140.06,0.91,0.11,1021,2.3,291,2.2
6,12.9,1.17,0.053,0,12.9,0,99.99,149.55,0.91,0.11,1020,2.2,294,2.1
7,12.5,1.22,0.056,0,12.5,0,100.0,155.32,0.9,0.11,1020,2.0,297,2.0
8,12.1,1.26,0.059,0,12.1,0,100.0,154.59,0.9,0.11,1020,1.8,299,2.1
9,11.7,1.28,0.062,3,11.7,0,100.0,147.81,0.9,0.11,1020,1.7,302,2.2
10,11.3,1.29,0.064,3,11.3,0,100.0,137.88,0.91,0.11,1020,1.6,305,2.2
11,11.0,1.3,0.065,3,11.0,0,100.0,126.63,0.91,0.11,1020,1.5,311,2.2
12,10.7,1.3,0.066,3,10.7,0,100.0,114.89,0.9,0.11,1020,1.4,322,2.0
13,10.6,1.32,0.067,3,10.6,0,100.0,103.09,0.9,0.11,1020,1.3,338,1.7
14,11.1,1.34,0.067,3,11.1,2,100.0,91.54,0.9,0.11,1020,1.2,353,1.4
15,12.5,1.35,0.069,0,11.1,131,91.14,80.43,0.9,0.11,1020,1.1,358,1.3
16,14.7,1.36,0.069,0,11.1,312,79.12,70.4,0.89,0.11,1020,1.1,355,1.2
17,17.0,1.37,0.067,3,10.5,268,65.34,61.81,0.89,0.11,1019,1.1,350,1.2
18,19.2,1.38,0.064,0,9.6,587,53.89,55.44,0.89,0.11,1019,1.1,340,1.1
19,21.1,1.37,0.061,0,8.4,643,44.15,52.16,0.89,0.11,1018,1.1,320,1.1
20,22.2,1.36,0.057,0,6.9,637,37.29,52.58,0.89,0.11,1017,1.1,299,1.4
21,22.3,1.26,0.056,0,6.7,568,36.53,56.59,0.9,0.11,1016,1.1,287,1.8
22,21.7,1.2,0.057,0,7.3,441,39.37,63.52,0.9,0.11,1016,1.2,282,2.1
23,20.3,1.13,0.058,0,8.0,274,44.96,72.49,0.9,0.11,1016,1.2,278,2.3
0,17.6,1.06,0.058,0,9.1,93,57.31,82.75,0.91,0.11,1016,1.2,276,2.4
1,14.9,0.98,0.058,0,10.4,0,74.5,94.03,0.91,0.11,1016,1.2,278,2.5
2,13.3,0.89,0.061,0,11.7,0,89.99,105.67,0.92,0.11,1016,1.2,282,2.4
3,12.5,0.87,0.059,0,12.1,0,97.17,117.5,0.92,0.11,1016,1.1,283,2.1
4,11.9,0.88,0.059,0,11.9,0,100.0,129.2,0.92,0.11,1016,1.1,279,2.1
5,11.6,0.9,0.06,0,11.6,0,100.0,140.3,0.92,0.11,1016,1.1,276,2.1
6,11.4,0.91,0.061,0,11.4,0,100.0,149.83,0.92,0.11,1015,1.1,275,2.0
7,11.2,0.92,0.061,0,11.2,0,100.0,155.64,0.92,0.11,1015,1.1,273,2.0
8,11.0,0.92,0.061,0,11.0,0,100.0,154.89,0.92,0.11,1015,1.0,270,1.9
9,11.0,0.91,0.063,6,11.0,0,100.0,148.06,0.92,0.11,1015,1.0,267,1.9
10,11.0,0.9,0.064,6,11.0,0,100.0,138.09,0.92,0.11,1014,1.0,268,1.8
11,10.9,0.89,0.064,6,10.9,0,100.0,126.81,0.92,0.11,1014,1.0,269,1.7
12,10.7,0.9,0.063,7,10.7,0,100.0,115.07,0.92,0.11,1014,1.1,269,1.7
13,10.7,0.91,0.064,0,10.7,0,100.0,103.28,0.92,0.11,1014,1.1,269,1.7
14,11.0,0.92,0.067,6,11.0,1,100.0,91.73,0.93,0.11,1014,1.1,273,1.6
15,11.7,0.93,0.069,6,11.1,40,95.99,80.64,0.93,0.11,1014,1.1,281,1.3
16,12.7,0.96,0.068,7,11.1,120,89.97,70.64,0.92,0.11,1014,1.2,286,1.0
17,13.8,0.99,0.068,7,10.9,293,82.77,62.08,0.92,0.11,1013,1.2,285,0.7
18,15.2,1.03,0.064,8,10.5,437,73.5,55.74,0.92,0.11,1013,1.2,267,0.4
19,16.8,1.07,0.06,7,9.9,410,63.8,52.48,0.91,0.11,1012,1.2,240,0.5
20,17.9,1.1,0.058,7,9.0,431,56.12,52.9,0.91,0.11,1012,1.3,235,0.7
21,18.2,0.94,0.082,8,8.8,510,54.07,56.9,0.91,0.11,1011,1.3,243,0.9
22,17.9,0.96,0.082,8,8.5,360,54.06,63.79,0.91,0.11,1010,1.4,248,1.3
23,16.9,0.97,0.082,0,8.4,262,57.25,72.73,0.92,0.11,1010,1.5,253,1.7
0,14.9,0.97,0.073,0,9.0,85,67.99,82.97,0.92,0.11,1010,1.6,260,2.0
1,12.9,0.94,0.072,0,10.1,0,83.19,94.24,0.92,0.11,1010,1.6,266,2.2
2,11.9,0.92,0.067,0,11.1,0,94.75,105.87,0.92,0.11,1010,1.7,270,2.2
3,11.5,0.9,0.059,0,11.5,0,100.0,117.69,0.92,0.11,1010,1.7,269,2.0
4,11.2,0.9,0.053,0,11.2,0,100.0,129.4,0.92,0.11,1010,1.7,263,2.0
5,11.0,0.9,0.049,0,11.0,0,100.0,140.53,0.93,0.11,1010,1.8,258,2.0
6,11.3,0.91,0.052,0,11.3,0,100.0,150.1,0.94,0.11,1009,1.8,254,2.1
7,11.8,0.93,0.052,0,11.8,0,100.0,155.95,0.94,0.11,1009,1.9,250,2.1
8,12.3,0.93,0.049,0,12.0,0,98.11,155.2,0.94,0.11,1009,2.0,245,2.2
9,12.9,0.94,0.052,8,12.3,0,96.19,148.31,0.94,0.11,1009,2.1,240,2.3
10,13.2,0.91,0.046,8,12.6,0,96.07,138.29,0.94,0.11,1009,2.1,233,2.4
11,13.4,0.85,0.042,8,12.8,0,95.9,127.0,0.94,0.11,1008,2.2,224,2.5
12,13.5,0.86,0.047,7,12.9,0,95.93,115.25,0.94,0.11,1008,2.2,215,2.7
13,13.6,0.86,0.051,8,12.9,0,95.63,103.46,0.94,0.11,1008,2.2,207,3.0
14,13.6,0.86,0.05,8,12.8,1,95.12,91.93,0.94,0.11,1008,2.3,199,3.3
15,13.7,0.9,0.051,0,12.6,107,93.36,80.86,0.94,0.11,1008,2.5,197,3.6
16,13.9,0.86,0.054,0,12.5,244,91.37,70.88,0.95,0.11,1008,2.6,210,4.0
17,13.9,0.71,0.066,4,12.3,86,89.91,62.35,0.95,0.11,1009,2.5,246,4.7
18,13.7,0.64,0.067,7,10.8,57,82.69,56.04,0.95,0.11,1009,2.1,280,5.0
19,14.0,0.71,0.044,7,8.4,155,68.77,52.8,0.94,0.11,1010,1.6,289,5.1
20,14.7,0.72,0.04,0,7.3,548,61.3,53.21,0.94,0.11,1010,1.4,287,5.5
21,15.0,0.61,0.045,0,7.3,556,60.17,57.19,0.95,0.11,1010,1.3,286,5.7
22,14.6,0.56,0.045,0,7.3,431,61.55,64.06,0.95,0.11,1010,1.3,287,5.4
23,13.9,0.57,0.047,0,7.4,265,64.98,72.97,0.95,0.11,1011,1.3,288,4.8
0,13.1,0.6,0.048,0,7.8,87,70.32,83.18,0.95,0.11,1011,1.3,285,3.8
1,12.2,0.67,0.048,0,8.3,0,77.22,94.44,0.94,0.11,1012,1.3,277,2.8
2,11.6,0.7,0.046,0,8.7,0,82.3,106.06,0.94,0.11,1013,1.3,266,2.3
3,11.3,0.69,0.047,0,9.0,0,85.81,117.88,0.94,0.11,1013,1.4,256,2.2
4,11.2,0.66,0.05,2,9.3,0,87.86,129.6,0.94,0.11,1014,1.4,251,2.1
5,11.1,0.64,0.059,5,9.4,0,89.17,140.75,0.95,0.11,1014,1.5,252,2.1
6,11.0,0.61,0.075,4,9.4,0,89.64,150.36,0.96,0.11,1014,1.6,258,2.1
7,10.9,0.58,0.092,4,9.2,0,89.54,156.27,0.96,0.11,1015,1.6,264,2.1
8,10.8,0.58,0.092,4,9.1,0,89.22,155.5,0.96,0.11,1015,1.5,271,2.2
9,10.4,0.62,0.081,0,8.9,0,90.13,148.56,0.96,0.11,1015,1.4,276,2.2
10,9.9,0.61,0.073,0,8.6,0,91.37,138.5,0.96,0.11,1016,1.4,276,2.1
11,9.4,0.58,0.07,0,8.2,0,92.49,127.19,0.96,0.11,1016,1.3,274,2.0
12,9.2,0.56,0.071,0,7.8,0,90.94,115.43,0.96,0.11,1016,1.3,273,2.0
13,9.1,0.55,0.072,0,7.6,0,90.3,103.65,0.96,0.11,1016,1.3,273,1.9
14,9.6,0.54,0.075,0,7.5,2,86.93,92.12,0.96,0.11,1016,1.4,275,1.9
15,11.0,0.54,0.079,0,7.7,115,80.29,81.07,0.96,0.11,1017,1.4,277,2.1
16,12.5,0.54,0.083,0,7.7,290,72.62,71.11,0.96,0.11,1018,1.4,276,2.5
17,13.4,0.53,0.087,8,6.9,342,64.9,62.61,0.96,0.11,1017,1.4,273,2.6
18,14.0,0.53,0.093,8,6.6,439,60.85,56.34,0.96,0.11,1017,1.5,268,2.8
19,14.2,0.53,0.103,0,6.5,526,59.68,53.11,0.97,0.11,1017,1.5,266,3.0
20,14.2,0.54,0.106,0,6.5,555,59.86,53.52,0.97,0.11,1016,1.5,268,3.2
21,14.0,0.58,0.079,7,6.5,268,60.65,57.48,0.96,0.11,1016,1.5,272,3.4
22,13.7,0.59,0.073,0,6.4,380,61.45,64.33,0.96,0.11,1016,1.5,278,3.5
23,13.1,0.63,0.061,0,6.4,256,63.73,73.21,0.95,0.11,1016,1.5,283,3.5
0,12.2,0.67,0.056,0,6.5,82,68.03,83.39,0.95,0.11,1017,1.4,287,3.0
1,11.2,0.71,0.049,0,6.8,0,74.28,94.64,0.94,0.11,1017,1.4,290,2.5
2,10.6,0.75,0.043,0,7.0,0,78.66,106.25,0.94,0.11,1018,1.3,294,2.5
3,10.1,0.78,0.04,0,7.1,0,81.74,118.07,0.94,0.11,1018,1.2,299,2.6
4,9.7,0.83,0.039,0,7.1,0,83.99,129.79,0.93,0.11,1017,1.1,305,2.7
5,9.3,0.88,0.038,0,7.1,0,86.27,140.96,0.93,0.11,1017,1.0,311,2.7
6,8.8,0.9,0.038,0,7.1,0,89.22,150.62,0.93,0.11,1018,1.0,316,2.7
7,8.2,0.89,0.038,0,7.2,0,93.33,156.57,0.94,0.11,1018,0.9,319,2.6
8,7.7,0.87,0.039,0,7.2,0,96.49,155.8,0.93,0.11,1018,0.9,323,2.5
9,7.2,0.89,0.039,2,7.1,0,99.39,148.8,0.93,0.11,1018,0.9,326,2.4
10,6.7,0.94,0.04,2,6.7,0,100.0,138.71,0.93,0.11,1018,0.9,330,2.3
11,6.4,0.99,0.038,2,6.4,0,100.0,127.37,0.93,0.11,1019,1.0,334,2.3
12,6.1,1.04,0.035,2,6.1,0,100.0,115.61,0.92,0.11,1019,1.0,338,2.2
13,5.9,1.1,0.032,2,5.9,0,100.0,103.83,0.92,0.11,1020,1.0,343,2.1
14,6.3,1.14,0.029,2,5.6,0,95.34,92.32,0.91,0.11,1021,1.1,346,2.0
15,8.1,1.17,0.027,0,5.2,123,82.12,81.28,0.91,0.11,1021,1.1,347,2.1
16,10.7,1.2,0.026,0,4.6,303,66.04,71.35,0.91,0.11,1022,1.1,348,2.5
17,12.9,1.22,0.026,0,2.7,461,50.09,62.88,0.91,0.11,1022,1.1,347,2.6
18,14.5,1.22,0.026,0,1.6,574,41.52,56.63,0.91,0.11,1022,1.1,341,2.6
19,15.6,1.21,0.026,0,0.7,629,36.44,53.42,0.91,0.11,1022,1.1,334,2.6
20,16.3,1.21,0.023,0,0.4,621,34.1,53.83,0.91,0.11,1022,1.2,327,2.5
21,16.6,1.12,0.024,0,0.1,552,32.57,57.77,0.91,0.11,1022,1.2,320,2.5
22,16.5,1.12,0.024,0,-0.1,428,32.43,64.59,0.9,0.11,1022,1.2,314,2.5
23,15.6,1.13,0.025,0,0.0,262,34.58,73.44,0.9,0.11,1022,1.3,306,2.3
0,13.4,1.17,0.027,0,1.7,79,44.93,83.59,0.9,0.11,1023,1.4,295,2.2
1,11.2,1.21,0.029,0,3.8,0,60.48,94.83,0.9,0.11,1023,1.4,289,2.4
2,10.2,1.23,0.032,0,5.1,0,70.66,106.43,0.9,0.11,1023,1.4,291,2.4
3,9.6,1.22,0.034,7,6.1,0,78.95,118.25,0.9,0.11,1024,1.4,296,2.3
4,9.3,1.22,0.034,0,6.5,0,82.72,129.98,0.9,0.11,1024,1.5,300,2.1
5,9.2,1.22,0.033,7,6.5,0,83.42,141.17,0.9,0.11,1024,1.6,298,2.0
6,9.0,1.24,0.033,0,6.5,0,84.4,150.88,0.9,0.11,1024,1.6,295,2.0
7,9.0,1.24,0.033,0,6.6,0,84.98,156.88,0.9,0.11,1024,1.7,296,2.0
8,9.0,1.24,0.034,0,6.7,0,85.43,156.09,0.9,0.11,1024,1.7,300,1.9
9,9.1,1.23,0.035,7,6.7,0,84.85,149.05,0.9,0.11,1025,1.7,300,1.8
10,9.1,1.21,0.035,7,6.6,0,84.5,138.91,0.9,0.11,1025,1.7,292,1.6
11,8.8,1.2,0.035,7,6.7,0,86.61,127.56,0.9,0.11,1025,1.6,281,1.6
12,8.6,1.17,0.033,8,6.9,0,89.07,115.79,0.91,0.11,1025,1.6,276,1.6
13,8.5,1.13,0.032,3,7.1,0,90.96,104.01,0.91,0.11,1025,1.6,284,1.6
14,8.9,1.13,0.031,3,7.1,0,88.19,92.51,0.91,0.11,1026,1.6,286,1.2
15,10.3,1.15,0.03,0,6.9,115,79.63,81.49,0.9,0.11,1026,1.6,280,1.0
16,12.3,1.16,0.028,0,5.9,237,64.9,71.59,0.9,0.11,1027,1.5,291,1.2
17,14.3,1.17,0.027,8,4.2,279,50.64,63.14,0.89,0.11,1027,1.5,299,1.5
18,15.9,1.18,0.027,8,3.7,399,44.29,56.92,0.89,0.11,1027,1.5,293,1.5
19,17.0,1.2,0.027,8,4.6,466,43.69,53.73,0.9,0.11,1026,1.4,291,1.5
20,17.7,1.19,0.027,8,6.0,447,46.14,54.14,0.9,0.11,1025,1.5,290,1.5
21,17.9,1.09,0.034,8,7.3,467,49.91,58.06,0.92,0.11,1025,1.6,284,1.6
22,17.6,1.05,0.036,8,8.3,384,54.61,64.84,0.92,0.11,1024,1.7,275,1.7
23,16.8,1.01,0.037,0,9.5,227,62.15,73.67,0.92,0.11,1024,1.8,265,2.0
0,14.9,0.96,0.037,8,10.6,56,75.58,83.79,0.93,0.11,1024,1.9,257,2.0
1,13.2,0.9,0.037,8,11.5,0,89.41,95.01,0.93,0.11,1024,1.9,252,1.9
2,12.7,0.89,0.035,8,12.1,0,95.89,106.6,0.93,0.11,1024,2.0,255,1.8
3,12.5,0.93,0.03,0,12.2,0,97.9,118.42,0.92,0.11,1025,1.9,261,1.6
4,12.2,0.96,0.029,0,12.2,0,99.95,130.16,0.91,0.11,1024,1.9,263,1.5
5,11.8,0.97,0.029,3,11.8,0,100.0,141.38,0.91,0.11,1024,1.8,258,1.4
6,11.5,0.97,0.029,8,11.5,0,100.0,151.12,0.92,0.11,1023,1.8,258,1.5
7,11.4,0.95,0.03,8,11.4,0,100.0,157.18,0.92,0.11,1022,1.8,264,1.7
8,11.5,0.92,0.03,8,11.5,0,100.0,156.39,0.92,0.11,1022,1.8,271,1.9
9,11.5,0.89,0.033,0,11.5,0,100.0,149.29,0.93,0.11,1022,1.8,276,1.9
10,11.4,0.86,0.033,0,11.4,0,100.0,139.11,0.93,0.11,1021,1.8,275,1.8
11,11.3,0.83,0.032,0,11.3,0,100.0,127.74,0.93,0.11,1021,1.7,266,1.7
12,11.2,0.83,0.032,5,11.2,0,100.0,115.97,0.93,0.11,1021,1.7,252,1.6
13,11.3,0.82,0.033,5,11.3,0,100.0,104.2,0.93,0.11,1020,1.8,246,1.6
14,12.0,0.8,0.036,3,11.6,0,97.46,92.71,0.94,0.11,1020,2.2,244,1.7
15,13.2,0.77,0.037,8,12.3,63,94.05,81.7,0.94,0.11,1020,2.7,234,1.9
16,14.2,0.72,0.037,8,13.0,182,92.5,71.82,0.95,0.11,1020,3.0,227,2.2
17,14.9,0.68,0.039,3,13.4,137,90.8,63.41,0.96,0.11,1020,3.2,233,2.4
18,15.4,0.66,0.049,3,13.4,207,87.86,57.21,0.96,0.11,1019,3.4,237,2.7
19,15.8,0.65,0.051,4,13.3,202,84.91,54.03,0.96,0.11,1019,3.5,235,2.9
20,16.0,0.61,0.051,3,13.2,231,83.58,54.43,0.96,0.11,1018,3.6,234,3.1
21,16.0,0.6,0.064,3,13.2,244,83.73,58.33,0.97,0.11,1017,3.6,233,3.1
22,15.9,0.58,0.056,4,13.4,89,84.96,65.09,0.96,0.11,1016,3.6,233,3.0
23,15.5,0.54,0.048,3,13.6,96,88.27,73.89,0.96,0.11,1015,3.7,233,2.7
0,14.8,0.59,0.046,8,13.8,18,93.89,83.99,0.96,0.11,1015,3.7,229,2.3
1,14.3,0.63,0.039,5,13.8,0,97.07,95.19,0.95,0.11,1014,3.6,229,1.9
2,14.0,0.7,0.032,8,13.7,0,97.92,106.77,0.94,0.11,1014,3.5,242,1.9
3,13.7,0.78,0.03,5,13.5,0,98.7,118.59,0.94,0.11,1014,3.4,258,1.9
4,13.3,0.79,0.027,4,13.2,0,99.25,130.33,0.94,0.11,1014,3.3,271,1.9
5,12.9,0.79,0.025,3,12.7,0,98.46,141.57,0.94,0.11,1014,3.1,277,2.0
6,12.4,0.76,0.025,3,11.9,0,96.79,151.36,0.94,0.11,1014,2.9,279,2.2
7,12.2,0.73,0.025,3,11.2,0,93.84,157.47,0.94,0.11,1013,2.7,280,2.4
8,12.0,0.72,0.026,3,10.8,0,92.46,156.67,0.94,0.11,1013,2.6,277,2.4
9,11.6,0.73,0.026,4,10.4,0,92.54,149.53,0.94,0.11,1013,2.4,274,2.3
10,11.0,0.73,0.027,4,9.9,0,93.11,139.31,0.94,0.11,1012,2.2,273,2.3
11,10.6,0.72,0.029,4,9.5,0,92.98,127.92,0.94,0.11,1012,2.0,276,2.4
12,10.2,0.7,0.03,4,9.2,0,93.46,116.15,0.94,0.11,1012,1.8,279,2.4
13,9.8,0.68,0.031,3,8.9,0,93.86,104.38,0.94,0.11,1012,1.6,281,2.3
14,9.8,0.66,0.033,0,8.5,0,91.89,92.9,0.94,0.11,1012,1.4,281,2.3
15,10.9,0.64,0.034,0,8.6,110,85.95,81.91,0.94,0.11,1012,1.4,280,2.4
16,12.6,0.65,0.035,7,8.6,224,76.62,72.06,0.94,0.11,1013,1.4,280,2.6
17,14.2,0.65,0.037,7,7.6,365,64.69,63.67,0.94,0.11,1012,1.4,277,2.6
18,15.5,0.71,0.036,0,7.3,548,57.94,57.49,0.95,0.11,1012,1.5,267,2.6
19,16.2,0.67,0.043,0,7.7,602,57.13,54.33,0.95,0.11,1011,1.6,256,2.9
20,16.3,0.59,0.049,0,8.4,534,59.7,54.73,0.95,0.11,1010,1.7,250,3.3
21,16.0,0.64,0.045,0,8.9,526,62.85,58.61,0.95,0.11,1010,1.7,247,3.5
22,15.4,0.59,0.048,7,9.1,340,66.23,65.33,0.95,0.11,1009,1.7,243,3.5
23,14.6,0.55,0.049,7,9.4,163,70.84,74.1,0.95,0.11,1009,1.7,236,3.5
0,13.4,0.56,0.049,0,9.8,40,78.92,84.18,0.95,0.11,1009,1.7,227,3.2
1,12.6,0.58,0.05,4,10.6,0,87.88,95.37,0.95,0.11,1009,1.7,218,3.2
2,12.4,0.61,0.047,4,11.2,0,92.39,106.94,0.95,0.11,1008,1.8,213,3.7
3,12.5,0.69,0.055,4,11.3,0,92.69,118.75,0.95,0.11,1008,1.9,211,4.1
4,12.6,0.68,0.053,4,11.5,0,92.94,130.5,0.95,0.11,1007,1.9,210,4.4
5,12.8,0.63,0.05,4,11.7,0,93.32,141.76,0.96,0.11,1007,2.0,213,4.7
6,12.8,0.53,0.074,3,11.8,0,93.87,151.6,0.98,0.11,1007,2.0,226,4.6
7,12.5,0.31,0.138,3,11.8,0,95.32,157.76,0.98,0.11,1007,1.8,253,4.3
8,11.5,0.28,0.131,3,10.4,0,93.09,156.96,0.98,0.11,1008,1.4,274,3.6
9,10.3,0.33,0.077,0,8.1,0,86.2,149.76,0.97,0.11,1009,1.1,278,2.6
10,9.5,0.33,0.078,0,7.4,0,86.71,139.51,0.97,0.11,1009,1.1,272,2.2
11,9.1,0.34,0.083,0,7.3,0,88.57,128.11,0.97,0.11,1010,1.1,268,2.0
12,8.9,0.36,0.083,0,7.3,0,89.47,116.33,0.97,0.11,1010,1.1,266,1.8
13,8.9,0.36,0.085,0,7.2,0,88.96,104.56,0.97,0.11,1011,1.1,264,1.8
14,9.2,0.35,0.092,0,7.1,0,86.61,93.1,0.97,0.11,1011,1.2,258,1.7
15,10.7,0.33,0.102,0,7.3,97,79.77,82.12,0.97,0.11,1011,1.2,246,1.6
16,12.4,0.33,0.107,0,7.6,266,72.41,72.29,0.97,0.11,1012,1.3,235,1.9
17,13.3,0.33,0.112,0,6.4,424,62.96,63.93,0.97,0.11,1012,1.3,226,2.3
18,14.0,0.5,0.06,8,5.8,460,57.8,57.77,0.96,0.11,1011,1.4,219,2.8
19,14.3,0.53,0.058,8,5.8,443,56.58,54.63,0.96,0.11,1010,1.4,217,3.4
20,14.1,0.54,0.058,8,6.1,298,58.76,55.02,0.96,0.11,1009,1.4,219,3.9
21,13.7,0.52,0.07,8,6.6,244,62.18,58.87,0.96,0.11,1009,1.5,223,4.1
22,13.2,0.54,0.07,8,7.1,168,66.34,65.57,0.96,0.11,1009,1.5,224,4.0
23,12.4,0.58,0.067,8,7.6,84,72.33,74.31,0.96,0.11,1008,1.5,220,3.6
0,11.6,0.67,0.06,7,8.1,32,78.84,84.36,0.96,0.11,1008,1.5,214,3.1
1,11.1,0.72,0.052,7,8.4,0,83.38,95.54,0.95,0.11,1009,1.5,209,3.0
2,10.9,0.73,0.052,7,8.5,0,84.86,107.1,0.95,0.11,1008,1.6,206,3.0
3,10.8,0.72,0.059,8,8.6,0,86.01,118.9,0.96,0.11,1008,1.6,204,3.2
4,10.7,0.71,0.065,7,8.6,0,86.81,130.66,0.96,0.11,1008,1.6,202,3.4
5,10.7,0.7,0.064,6,8.6,0,86.9,141.94,0.96,0.11,1008,1.6,196,3.5
6,10.6,0.73,0.06,8,8.6,0,87.38,151.82,0.96,0.11,1007,1.6,185,3.3
7,10.6,0.75,0.055,8,8.7,0,87.77,158.04,0.96,0.11,1006,1.6,164,3.1
8,10.7,0.72,0.056,8,9.0,0,89.04,157.24,0.96,0.11,1004,1.7,145,3.5
9,11.0,0.61,0.069,6,9.5,0,90.48,149.99,0.97,0.11,1003,1.9,139,4.5
10,11.1,0.48,0.093,6,9.8,0,91.51,139.71,0.98,0.11,1002,2.0,143,5.2
11,11.2,0.43,0.112,6,10.0,0,92.05,128.29,0.98,0.11,1001,2.0,145,5.0
12,11.0,0.48,0.117,6,10.0,0,93.7,116.5,0.98,0.11,1000,2.0,141,4.2
13,10.3,0.5,0.098,8,9.8,0,96.78,104.74,0.97,0.11,999,2.0,149,3.4
14,9.7,0.54,0.081,8,8.8,0,94.18,93.29,0.97,0.11,999,1.8,174,2.5
15,10.0,0.64,0.091,6,8.5,23,90.17,82.33,0.97,0.11,998,1.5,213,2.0
16,10.7,0.62,0.072,7,8.8,158,87.94,72.52,0.96,0.11,998,1.5,242,2.8
17,10.9,0.58,0.067,7,8.6,247,85.72,64.18,0.96,0.11,999,1.5,250,3.9
18,10.9,0.63,0.063,6,7.8,256,81.03,58.05,0.96,0.11,999,1.5,251,4.2
19,11.1,0.69,0.058,6,7.0,270,75.84,54.92,0.96,0.11,999,1.4,245,4.2
20,11.5,0.69,0.065,7,6.5,285,71.43,55.3,0.96,0.11,999,1.4,236,4.4
21,11.7,0.81,0.058,7,6.4,435,69.97,59.14,0.96,0.11,1000,1.5,230,4.4
22,11.6,0.77,0.066,7,6.6,234,71.48,65.81,0.96,0.11,1000,1.5,226,4.1
23,11.4,0.72,0.07,8,7.2,134,75.46,74.52,0.96,0.11,1001,1.5,224,3.6
0,11.0,0.72,0.069,0,7.8,55,80.85,84.54,0.96,0.11,1002,1.5,233,3.0
1,10.5,0.76,0.064,7,8.2,0,85.75,95.7,0.96,0.11,1003,1.6,253,2.9
2,10.1,0.78,0.061,8,8.3,0,88.83,107.25,0.95,0.11,1004,1.6,270,3.0
3,9.6,0.78,0.053,6,8.0,0,90.01,119.05,0.95,0.11,1005,1.6,278,3.0
4,9.3,0.73,0.053,7,7.9,0,90.73,130.82,0.95,0.11,1006,1.6,279,2.9
5,9.2,0.72,0.062,6,7.8,0,90.99,142.12,0.95,0.11,1006,1.5,278,2.7
6,9.0,0.79,0.066,7,7.7,0,91.74,152.04,0.95,0.11,1007,1.4,275,2.4
7,8.9,0.87,0.064,7,7.6,0,91.3,158.31,0.94,0.11,1008,1.3,273,2.3
8,8.8,0.89,0.06,7,7.3,0,90.45,157.52,0.94,0.11,1009,1.2,273,2.3
9,8.7,0.88,0.056,2,7.1,0,89.64,150.23,0.94,0.11,1010,1.1,276,2.4
10,8.7,0.88,0.052,2,7.0,0,88.82,139.91,0.93,0.11,1011,1.1,280,2.4
11,8.5,0.89,0.048,2,6.8,0,89.2,128.47,0.93,0.11,1012,1.0,283,2.4
12,8.1,0.91,0.043,7,6.6,0,90.53,116.68,0.92,0.11,1013,1.0,283,2.2
13,7.7,0.9,0.04,2,6.4,0,91.73,104.93,0.92,0.11,1014,1.0,284,2.1
14,7.9,0.88,0.039,2,6.3,0,89.89,93.49,0.92,0.11,1015,1.0,286,2.0
15,9.5,0.88,0.039,0,6.8,100,83.01,82.53,0.92,0.11,1016,1.1,285,2.0
16,11.4,0.9,0.041,0,8.0,273,79.69,72.75,0.92,0.11,1017,1.1,287,2.3
17,12.7,0.92,0.042,0,7.7,428,71.58,64.44,0.92,0.11,1018,1.2,291,2.5
18,13.8,0.95,0.043,0,7.0,538,63.62,58.33,0.92,0.11,1019,1.3,292,2.5
19,14.5,0.98,0.042,0,6.3,555,58.01,55.2,0.92,0.11,1019,1.3,289,2.3
20,14.9,0.98,0.043,2,6.1,437,55.69,55.58,0.92,0.11,1019,1.3,285,2.3
21,14.9,0.97,0.045,0,6.1,504,55.66,59.39,0.93,0.11,1019,1.4,283,2.3
22,14.6,0.96,0.048,0,6.2,345,57.15,66.03,0.93,0.11,1020,1.4,283,2.3
23,13.8,0.97,0.052,0,6.4,233,60.94,74.72,0.93,0.11,1020,1.4,284,2.2
0,12.3,0.99,0.051,0,7.4,54,72.23,84.71,0.93,0.1,1021,1.4,285,2.0
1,10.8,1.04,0.049,3,7.8,0,81.63,95.86,0.93,0.1,1022,1.4,291,2.0
