Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
10,11.2,1.03,0.054,3,11.2,0,100.0,134.43,0.88,0.12,1004,1.3,242,1.7
11,11.2,1.03,0.055,3,11.2,0,100.0,123.57,0.88,0.12,1004,1.3,240,1.7
12,11.2,1.04,0.056,3,11.2,0,100.0,111.99,0.88,0.12,1004,1.4,238,1.6
13,11.4,1.05,0.056,3,11.4,0,100.0,100.17,0.88,0.12,1004,1.4,237,1.6
14,12.7,1.05,0.054,0,12.7,18,100.0,88.15,0.89,0.12,1004,1.4,236,1.7
15,14.7,1.08,0.061,0,13.1,188,89.93,77.09,0.9,0.12,1005,1.4,237,1.9
16,16.4,1.1,0.065,3,12.8,78,79.38,66.62,0.9,0.12,1005,1.4,233,1.9
17,17.8,1.11,0.062,3,12.5,117,71.36,57.51,0.9,0.12,1005,1.4,230,2.0
18,19.1,1.12,0.063,3,12.4,193,64.95,50.61,0.9,0.12,1005,1.4,230,2.3
19,20.0,1.13,0.062,3,12.1,184,60.57,46.95,0.9,0.12,1005,1.4,232,2.7
20,20.3,1.12,0.06,3,12.0,185,58.7,47.33,0.9,0.12,1005,1.4,234,3.1
21,20.0,0.75,0.089,3,11.9,179,59.59,51.65,0.91,0.12,1005,1.4,236,3.5
22,19.2,0.75,0.087,3,11.9,122,62.73,59.03,0.91,0.12,1005,1.5,237,3.6
23,18.1,0.75,0.085,0,12.1,244,67.85,68.45,0.91,0.12,1005,1.5,238,3.5
0,16.6,0.76,0.083,0,12.4,146,76.02,79.09,0.91,0.12,1005,1.5,239,3.1
1,15.3,0.79,0.082,3,12.8,6,85.19,90.02,0.91,0.12,1005,1.5,240,2.4
2,14.6,0.81,0.08,3,13.3,0,92.2,102.35,0.91,0.12,1006,1.5,241,2.1
3,14.4,0.85,0.081,0,13.6,0,94.76,114.17,0.91,0.12,1006,1.5,239,1.9
4,14.3,0.89,0.081,0,13.6,0,95.82,125.7,0.91,0.12,1006,1.5,237,1.8
5,14.1,0.91,0.078,3,13.7,0,97.27,136.41,0.91,0.12,1007,1.5,236,1.8
6,14.1,0.95,0.08,0,13.7,0,97.13,145.3,0.92,0.12,1007,1.5,236,1.9
7,14.0,0.98,0.08,0,13.6,0,97.35,150.5,0.92,0.12,1007,1.5,236,1.9
8,14.0,1.0,0.077,0,13.5,0,96.9,149.97,0.92,0.12,1007,1.5,236,2.0
9,14.1,1.03,0.08,0,13.4,0,95.85,143.96,0.92,0.12,1007,1.5,235,2.0
10,14.1,1.05,0.079,0,13.4,0,95.72,134.66,0.92,0.12,1008,1.5,233,1.8
11,14.1,1.06,0.075,0,13.5,0,96.17,123.77,0.92,0.12,1008,1.5,231,1.7
12,14.0,1.08,0.078,3,13.5,0,96.94,112.17,0.93,0.12,1008,1.5,227,1.5
13,13.9,1.1,0.079,3,13.6,0,97.83,100.35,0.93,0.12,1009,1.5,221,1.3
14,14.7,1.11,0.075,0,13.5,18,92.68,88.32,0.93,0.12,1009,1.5,217,1.3
15,16.2,1.12,0.078,0,13.4,182,83.56,77.29,0.93,0.12,1010,1.5,219,1.5
16,17.6,1.14,0.078,3,13.0,87,74.2,66.86,0.93,0.12,1010,1.5,224,1.7
17,18.9,1.15,0.073,3,12.6,90,67.01,57.79,0.93,0.12,1010,1.5,227,1.8
18,20.0,1.17,0.068,3,12.4,117,61.53,50.93,0.92,0.12,1011,1.5,231,2.0
19,20.7,1.17,0.063,3,12.1,182,58.02,47.31,0.92,0.12,1010,1.5,235,2.2
20,21.1,1.16,0.058,3,11.9,254,55.69,47.7,0.92,0.12,1010,1.5,238,2.4
21,21.0,1.07,0.064,3,11.6,246,55.1,52.01,0.91,0.12,1010,1.5,241,2.5
22,20.5,1.07,0.061,3,11.4,189,55.76,59.36,0.91,0.12,1010,1.4,243,2.6
23,19.5,1.07,0.059,8,11.1,219,58.41,68.75,0.91,0.12,1010,1.4,246,2.5
0,18.0,1.07,0.059,0,11.1,149,63.85,79.37,0.91,0.12,1010,1.3,250,2.2
1,16.2,1.07,0.059,0,11.2,5,72.44,90.85,0.91,0.12,1011,1.3,256,1.7
2,15.1,1.08,0.058,0,11.5,0,79.25,102.61,0.91,0.12,1011,1.3,262,1.4
3,14.5,1.1,0.057,0,11.7,0,83.32,114.44,0.91,0.12,1011,1.3,268,1.2
4,14.2,1.12,0.055,8,11.8,0,85.55,125.98,0.9,0.12,1012,1.3,271,1.1
5,13.8,1.15,0.052,0,11.9,0,88.08,136.72,0.9,0.12,1012,1.4,273,1.1
6,13.5,1.17,0.05,0,11.9,0,89.92,145.64,0.9,0.12,1011,1.4,274,1.1
7,13.2,1.19,0.047,0,11.9,0,91.97,150.87,0.9,0.12,1011,1.4,276,1.1
8,13.1,1.21,0.046,0,12.0,0,92.95,150.31,0.9,0.12,1011,1.4,278,1.1
9,13.1,1.22,0.044,0,12.0,0,93.03,144.24,0.89,0.12,1011,1.4,280,1.0
10,12.8,1.23,0.043,0,12.0,0,94.65,134.89,0.9,0.12,1011,1.4,280,0.9
11,12.6,1.23,0.043,0,12.0,0,95.95,123.96,0.9,0.12,1011,1.4,279,0.9
12,12.3,1.24,0.043,0,12.0,0,97.96,112.35,0.9,0.12,1011,1.4,278,0.9
13,12.1,1.24,0.044,0,12.0,0,99.43,100.53,0.9,0.12,1011,1.4,276,0.8
14,12.6,1.24,0.046,0,12.0,18,96.43,88.49,0.9,0.12,1012,1.4,282,0.7
15,14.4,1.23,0.048,0,12.1,159,85.85,77.5,0.9,0.12,1012,1.4,296,0.7
16,16.7,1.23,0.047,7,11.8,299,72.85,67.1,0.9,0.12,1012,1.4,305,0.7
17,18.7,1.23,0.047,7,11.3,438,62.13,58.07,0.9,0.12,1012,1.3,303,0.7
18,20.2,1.24,0.046,7,10.8,560,54.91,51.25,0.9,0.12,1012,1.3,279,0.5
19,21.5,1.26,0.044,0,10.4,715,49.12,47.66,0.89,0.12,1011,1.3,244,0.6
20,22.4,1.27,0.044,0,9.7,708,44.51,48.07,0.9,0.12,1011,1.3,232,0.9
21,22.8,1.11,0.052,0,9.3,630,42.25,52.36,0.91,0.12,1010,1.3,237,1.3
22,22.4,1.11,0.054,0,9.3,509,43.19,59.69,0.91,0.12,1010,1.3,243,1.6
23,21.4,1.12,0.054,0,9.5,334,46.48,69.05,0.91,0.12,1009,1.4,251,1.6
0,19.6,1.12,0.054,0,10.0,145,53.98,79.65,0.91,0.12,1009,1.4,264,1.6
1,17.6,1.13,0.053,8,10.8,3,64.59,91.12,0.9,0.12,1009,1.5,279,1.6
2,16.5,1.13,0.053,8,11.8,0,73.96,102.87,0.9,0.12,1010,1.5,294,1.7
3,15.8,1.14,0.053,8,12.5,0,80.74,114.7,0.91,0.12,1010,1.6,306,1.6
4,15.3,1.16,0.054,0,12.8,0,85.26,126.26,0.91,0.12,1010,1.7,314,1.4
5,15.0,1.17,0.054,0,13.0,0,87.78,137.02,0.91,0.12,1010,1.7,317,1.2
6,14.9,1.19,0.054,7,13.0,0,88.24,145.98,0.91,0.12,1010,1.8,317,1.2
7,15.0,1.2,0.054,7,12.8,0,86.87,151.24,0.91,0.12,1010,1.9,315,1.2
8,15.1,1.21,0.053,7,12.6,0,85.01,150.65,0.91,0.12,1010,1.9,315,1.2
9,15.1,1.21,0.053,0,12.4,0,83.98,144.52,0.91,0.12,1010,2.0,319,1.2
10,15.1,1.21,0.053,0,12.3,0,83.41,135.11,0.91,0.12,1010,2.0,329,1.1
11,15.0,1.22,0.055,0,12.2,0,83.26,124.16,0.91,0.12,1010,2.0,344,1.0
12,14.9,1.23,0.056,8,12.0,0,82.94,112.53,0.91,0.12,1011,1.9,183,1.0
13,14.7,1.24,0.058,8,11.9,0,83.1,100.71,0.91,0.12,1011,1.9,21,1.1
14,15.0,1.26,0.059,0,11.7,16,80.77,88.67,0.91,0.12,1011,1.8,33,1.1
15,16.2,1.28,0.061,0,11.6,173,74.32,77.71,0.91,0.12,1012,1.8,37,1.2
16,17.9,1.3,0.062,8,11.6,310,66.45,67.34,0.91,0.12,1012,1.8,35,1.2
17,20.0,1.32,0.064,0,11.5,518,57.96,58.34,0.91,0.12,1012,1.8,35,1.1
18,22.2,1.34,0.066,0,11.2,639,49.76,51.57,0.91,0.12,1012,1.7,40,1.0
19,23.7,1.35,0.068,0,10.6,695,43.58,48.02,0.91,0.12,1012,1.7,45,0.9
20,24.7,1.36,0.07,0,10.1,690,39.67,48.43,0.91,0.12,1011,1.7,49,0.7
21,25.3,1.31,0.062,8,9.7,521,37.22,52.71,0.91,0.12,1010,1.7,186,0.5
22,25.5,1.32,0.061,0,9.3,497,35.92,60.01,0.91,0.12,1010,1.7,305,0.7
23,24.6,1.33,0.059,0,9.5,328,38.28,69.35,0.9,0.12,1010,1.6,290,1.1
0,22.1,1.34,0.057,0,9.8,139,45.5,79.92,0.9,0.12,1010,1.6,294,1.3
1,19.4,1.34,0.055,0,10.1,3,54.77,91.38,0.89,0.12,1010,1.6,304,1.5
2,18.1,1.33,0.054,0,9.8,0,58.45,103.13,0.89,0.12,1010,1.6,313,1.7
3,17.8,1.32,0.052,0,9.6,0,58.66,114.96,0.89,0.12,1011,1.6,322,1.7
4,18.0,1.32,0.051,0,9.5,0,57.41,126.53,0.89,0.12,1011,1.5,334,1.4
5,18.5,1.32,0.05,0,9.1,0,54.44,137.31,0.89,0.12,1011,1.5,348,1.2
6,18.9,1.33,0.048,0,8.3,0,50.28,146.32,0.89,0.12,1010,1.5,185,1.0
7,19.1,1.34,0.047,0,7.4,0,46.72,151.6,0.88,0.12,1010,1.5,19,0.9
8,18.8,1.35,0.047,0,6.7,0,45.28,150.99,0.88,0.12,1010,1.5,28,0.8
9,18.2,1.36,0.047,0,6.2,0,45.45,144.8,0.88,0.12,1010,1.5,35,0.8
10,17.5,1.38,0.047,0,5.8,0,46.28,135.34,0.88,0.12,1010,1.5,45,0.9
11,16.7,1.39,0.047,0,5.7,0,48.18,124.35,0.88,0.12,1010,1.5,57,0.9
12,15.9,1.41,0.048,0,5.6,0,50.29,112.71,0.88,0.12,1011,1.5,66,1.1
13,15.3,1.42,0.047,0,4.9,0,50.04,100.89,0.88,0.12,1011,1.5,70,1.2
14,15.9,1.43,0.047,0,4.2,16,45.73,88.84,0.88,0.12,1012,1.5,69,1.3
15,18.2,1.44,0.046,0,4.2,176,39.43,77.92,0.88,0.12,1012,1.5,64,1.4
16,21.1,1.44,0.046,0,3.6,366,31.75,67.58,0.88,0.12,1012,1.4,52,1.2
17,24.0,1.45,0.047,0,4.2,528,27.64,58.62,0.89,0.12,1012,1.4,28,1.0
18,26.8,1.45,0.048,0,3.4,644,22.08,51.89,0.89,0.12,1012,1.4,175,1.1
19,28.8,1.45,0.048,0,2.8,703,18.93,48.37,0.89,0.12,1011,1.3,323,1.3
20,30.0,1.45,0.049,0,2.4,696,17.08,48.8,0.89,0.12,1011,1.3,300,1.5
21,30.4,1.22,0.054,0,2.1,625,16.37,53.06,0.89,0.12,1010,1.3,289,1.8
22,29.9,1.22,0.053,0,2.4,499,17.26,60.33,0.89,0.12,1010,1.2,286,2.1
23,28.2,1.22,0.052,0,2.9,329,19.75,69.64,0.89,0.12,1009,1.2,284,2.0
0,24.5,1.22,0.051,0,4.5,137,27.34,80.19,0.89,0.12,1009,1.2,283,1.7
1,21.0,1.23,0.049,8,6.2,2,38.08,91.64,0.89,0.12,1009,1.2,287,1.7
2,19.1,1.23,0.048,0,7.0,0,45.34,103.38,0.89,0.12,1009,1.2,294,1.8
3,18.0,1.22,0.047,0,7.8,0,51.16,115.21,0.89,0.12,1009,1.2,297,1.7
4,17.3,1.21,0.047,0,8.4,0,55.73,126.79,0.89,0.12,1009,1.2,296,1.6
5,16.8,1.21,0.047,0,8.8,0,59.24,137.61,0.89,0.12,1009,1.2,292,1.5
6,16.5,1.2,0.047,0,9.2,0,61.94,146.65,0.89,0.12,1009,1.2,288,1.5
7,16.1,1.19,0.048,0,9.6,0,65.14,151.97,0.89,0.12,1008,1.2,285,1.5
8,15.7,1.18,0.049,0,9.9,0,68.59,151.33,0.89,0.12,1008,1.2,285,1.5
9,15.1,1.17,0.05,0,10.3,0,73.03,145.07,0.89,0.12,1008,1.2,286,1.5
10,14.6,1.17,0.052,0,10.6,0,76.94,135.56,0.89,0.12,1008,1.2,288,1.4
11,14.1,1.17,0.053,0,10.8,0,80.27,124.54,0.89,0.12,1008,1.3,292,1.2
12,13.7,1.19,0.053,0,10.7,0,82.25,112.89,0.89,0.12,1008,1.3,300,1.1
13,13.4,1.2,0.054,0,10.5,0,82.88,101.07,0.88,0.12,1008,1.3,310,1.0
14,14.0,1.22,0.054,0,10.3,13,78.26,89.01,0.88,0.12,1008,1.3,326,1.0
15,15.8,1.23,0.055,0,10.0,171,68.65,78.13,0.88,0.12,1008,1.3,347,1.1
16,18.3,1.25,0.055,0,9.9,359,57.87,67.82,0.88,0.12,1008,1.4,183,0.9
17,21.1,1.27,0.056,0,9.4,521,47.15,58.9,0.88,0.12,1008,1.4,10,0.7
18,23.8,1.29,0.056,0,8.5,636,37.66,52.21,0.88,0.12,1008,1.4,173,0.5
19,25.8,1.3,0.057,0,7.4,692,31.04,48.73,0.88,0.12,1007,1.4,311,0.6
20,27.0,1.32,0.058,0,6.8,686,27.74,49.16,0.88,0.12,1006,1.4,280,0.9
21,27.5,1.32,0.058,0,6.3,616,26.01,53.4,0.88,0.12,1005,1.4,272,1.2
22,27.1,1.3,0.058,0,6.1,490,26.28,60.65,0.88,0.12,1004,1.4,268,1.5
23,25.7,1.28,0.058,0,6.2,320,28.72,69.93,0.88,0.12,1004,1.3,267,1.6
0,22.4,1.26,0.058,0,7.4,130,37.96,80.46,0.88,0.12,1004,1.3,266,1.9
1,18.8,1.22,0.059,0,8.2,2,50.1,91.89,0.88,0.12,1004,1.2,268,2.2
2,16.7,1.18,0.06,0,9.3,0,61.75,103.63,0.89,0.12,1004,1.2,273,2.2
3,15.4,1.15,0.062,0,10.6,0,72.93,115.46,0.89,0.12,1005,1.2,274,2.1
4,14.4,1.13,0.063,0,11.5,0,82.6,127.05,0.89,0.12,1005,1.1,271,1.9
5,13.7,1.11,0.063,0,11.9,0,88.89,137.89,0.89,0.12,1005,1.1,264,1.8
6,13.4,1.1,0.063,0,11.9,0,90.85,146.98,0.89,0.12,1005,1.1,255,1.7
7,13.1,1.1,0.062,0,11.8,0,91.8,152.32,0.89,0.12,1005,1.1,246,1.7
8,12.7,1.1,0.061,0,11.6,0,93.13,151.66,0.89,0.12,1005,1.1,240,1.7
9,12.3,1.09,0.061,3,11.6,0,95.58,145.34,0.89,0.12,1005,1.1,236,1.8
10,12.0,1.09,0.06,3,11.7,0,98.06,135.78,0.9,0.12,1005,1.1,238,1.8
11,11.7,1.08,0.06,3,11.7,0,99.82,124.74,0.9,0.12,1005,1.2,246,1.8
12,11.5,1.09,0.058,3,11.5,0,100.0,113.07,0.89,0.12,1005,1.2,255,1.7
13,11.2,1.09,0.057,3,11.2,0,100.0,101.26,0.89,0.12,1006,1.2,263,1.6
14,12.0,1.08,0.057,0,11.7,12,98.35,89.18,0.89,0.12,1006,1.3,266,1.5
15,13.9,1.07,0.057,0,11.7,165,86.61,78.34,0.89,0.12,1006,1.3,246,1.3
16,15.9,1.07,0.056,0,11.6,326,75.73,68.06,0.89,0.12,1006,1.2,220,1.4
17,18.1,1.06,0.054,3,11.3,219,64.7,59.18,0.89,0.12,1006,1.2,225,1.7
18,20.0,1.06,0.053,3,10.9,440,55.65,52.53,0.89,0.12,1005,1.2,244,2.2
19,21.0,1.05,0.054,0,10.5,662,51.03,49.07,0.9,0.12,1005,1.2,255,2.7
20,21.1,1.03,0.054,3,10.4,328,50.51,49.51,0.9,0.12,1004,1.3,256,3.1
21,20.7,0.87,0.062,3,10.5,195,51.98,53.75,0.91,0.12,1004,1.3,255,3.2
22,19.9,0.84,0.061,3,10.4,154,54.48,60.97,0.91,0.12,1004,1.4,254,3.2
23,18.5,0.83,0.06,3,10.4,135,59.39,70.22,0.92,0.12,1003,1.5,255,3.3
0,16.5,0.82,0.061,7,10.8,58,68.88,80.72,0.92,0.12,1003,1.6,257,3.4
1,14.7,0.8,0.062,7,11.6,1,81.57,92.14,0.93,0.12,1003,1.8,256,3.4
2,13.7,0.79,0.061,3,12.3,0,91.51,103.87,0.94,0.12,1003,1.9,256,3.4
3,13.6,0.76,0.062,8,12.7,0,94.13,115.7,0.94,0.12,1003,2.1,257,3.4
4,13.8,0.75,0.064,8,12.8,0,93.95,127.31,0.95,0.12,1003,2.3,258,3.6
5,14.0,0.76,0.066,7,13.0,0,93.41,138.18,0.95,0.12,1002,2.5,260,3.7
6,14.1,0.77,0.063,7,13.1,0,93.89,147.3,0.94,0.12,1002,2.7,261,3.8
7,14.2,0.79,0.053,7,13.4,0,95.23,152.68,0.94,0.12,1001,2.9,265,3.8
8,14.5,0.86,0.046,7,13.9,0,95.97,151.99,0.93,0.12,1001,2.9,269,3.9
9,14.8,0.92,0.042,6,14.2,0,96.16,145.61,0.94,0.12,1001,2.9,271,4.0
10,14.8,0.93,0.037,6,14.3,0,97.07,136.0,0.94,0.12,1001,3.1,270,4.0
11,14.7,0.91,0.038,6,14.3,0,97.31,124.93,0.94,0.12,1001,3.0,270,4.1
12,14.5,0.88,0.041,7,14.1,0,97.51,113.26,0.95,0.12,1001,2.8,273,4.2
13,14.2,0.84,0.041,7,13.9,0,97.83,101.44,0.95,0.12,1001,2.5,276,4.2
14,14.1,0.79,0.041,0,13.5,11,96.28,89.35,0.94,0.12,1001,2.1,282,4.5
15,14.9,0.76,0.045,7,13.2,101,89.35,78.55,0.94,0.12,1002,1.8,292,4.9
16,16.5,0.78,0.043,7,12.2,272,75.72,68.3,0.93,0.12,1002,1.5,308,5.1
17,18.5,0.8,0.04,8,10.4,492,59.3,59.46,0.93,0.12,1002,1.3,318,4.9
18,20.2,0.83,0.037,7,8.1,573,45.77,52.84,0.92,0.12,1002,1.1,318,4.5
19,21.2,0.83,0.035,7,6.0,652,37.29,49.42,0.92,0.12,1002,1.0,310,4.4
20,21.5,0.8,0.036,7,4.4,565,32.62,49.87,0.93,0.12,1001,0.9,302,4.8
21,21.2,0.61,0.047,7,3.5,538,31.3,54.08,0.94,0.12,1001,0.9,297,5.4
22,20.4,0.57,0.048,7,3.5,421,32.82,61.28,0.94,0.12,1000,0.9,296,5.9
23,19.1,0.58,0.052,0,4.1,293,37.05,70.5,0.94,0.12,1000,1.0,296,6.2
0,17.2,0.57,0.054,0,5.1,117,44.97,80.98,0.95,0.12,1001,1.1,297,6.1
1,15.4,0.53,0.055,0,6.6,0,55.83,92.39,0.95,0.12,1001,1.1,300,5.8
2,14.4,0.51,0.053,0,7.7,0,64.0,104.11,0.95,0.12,1002,1.2,305,5.6
3,13.9,0.53,0.048,0,7.9,0,67.11,115.94,0.94,0.12,1002,1.2,309,5.3
4,13.5,0.57,0.043,0,7.9,0,68.68,127.56,0.94,0.12,1003,1.2,312,4.9
5,12.9,0.61,0.038,0,7.8,0,71.36,138.45,0.93,0.12,1003,1.1,314,4.4
6,12.4,0.67,0.035,0,7.9,0,73.91,147.62,0.93,0.12,1004,1.1,317,4.1
7,11.9,0.74,0.034,0,7.8,0,75.78,153.03,0.92,0.12,1004,1.1,321,3.8
8,11.5,0.83,0.032,0,7.5,0,76.59,152.32,0.91,0.12,1004,1.0,324,3.5
9,11.0,0.91,0.031,0,7.3,0,77.94,145.88,0.91,0.12,1005,1.0,325,3.2
10,10.6,0.98,0.031,0,7.2,0,79.55,136.22,0.9,0.12,1005,1.0,325,3.0
11,10.3,1.02,0.032,0,7.2,0,81.01,125.12,0.9,0.12,1005,1.0,326,2.9
12,10.1,1.04,0.033,0,7.1,0,81.63,113.44,0.91,0.12,1006,1.0,327,2.8
13,10.0,1.04,0.034,0,7.0,0,81.55,101.62,0.9,0.12,1007,1.0,329,2.8
14,10.8,1.01,0.033,0,6.8,11,76.39,89.51,0.9,0.12,1007,1.0,332,3.1
15,12.9,0.99,0.032,0,6.5,168,65.31,78.76,0.9,0.12,1008,0.9,338,3.7
16,15.1,0.99,0.032,0,5.4,359,52.32,68.54,0.9,0.12,1009,0.9,348,4.4
17,17.0,0.99,0.033,0,3.5,523,40.67,59.73,0.9,0.12,1009,0.9,354,4.5
18,18.4,1.01,0.034,0,2.3,639,34.07,53.16,0.9,0.12,1009,0.9,355,4.3
19,19.4,1.04,0.033,0,1.5,697,30.27,49.77,0.9,0.12,1008,0.8,351,4.1
20,20.0,1.06,0.032,0,1.1,690,28.25,50.22,0.91,0.12,1008,0.8,347,4.1
21,20.3,0.94,0.034,0,0.8,618,27.3,54.42,0.91,0.12,1008,0.9,344,4.2
22,20.2,0.93,0.033,0,0.8,489,27.36,61.58,0.91,0.12,1008,0.9,345,4.2
23,19.6,0.93,0.032,0,0.8,315,28.36,70.78,0.91,0.12,1008,1.0,344,3.9
0,18.0,0.96,0.03,0,1.0,124,31.78,81.24,0.9,0.12,1009,1.0,339,3.2
1,15.8,0.99,0.027,0,1.6,0,38.33,92.63,0.9,0.12,1010,1.0,331,2.6
2,14.5,0.99,0.026,0,2.3,0,43.63,104.34,0.9,0.12,1010,1.0,329,2.6
3,13.8,0.99,0.026,0,2.9,0,47.89,116.18,0.9,0.12,1011,1.1,331,2.6
4,13.1,1.0,0.026,0,3.3,0,51.37,127.81,0.9,0.12,1011,1.1,336,2.5
5,12.5,1.0,0.026,0,3.2,0,53.26,138.73,0.89,0.12,1011,1.1,339,2.3
6,11.9,1.02,0.027,0,2.9,0,54.23,147.93,0.89,0.12,1012,1.1,343,2.1
7,11.5,1.04,0.028,0,2.5,0,53.88,153.38,0.89,0.12,1012,1.1,346,2.0
8,11.2,1.06,0.028,0,2.0,0,53.3,152.65,0.89,0.12,1012,1.1,349,1.9
9,11.0,1.06,0.028,0,1.7,0,52.7,146.14,0.89,0.12,1012,1.1,352,1.9
10,10.8,1.06,0.028,0,1.4,0,52.23,136.44,0.89,0.12,1012,1.1,356,1.9
11,10.6,1.07,0.029,0,1.2,0,52.13,125.31,0.89,0.12,1013,1.1,180,1.8
12,10.5,1.08,0.029,0,1.0,0,51.92,113.62,0.88,0.12,1013,1.1,2,1.8
13,10.4,1.11,0.03,0,0.9,0,51.96,101.8,0.88,0.12,1014,1.1,3,1.7
14,11.3,1.16,0.031,0,0.9,10,48.9,89.67,0.88,0.12,1014,1.2,4,1.5
15,13.5,1.22,0.032,0,1.3,161,43.44,78.97,0.88,0.12,1015,1.3,180,1.4
16,16.2,1.27,0.033,0,1.1,347,36.05,68.78,0.88,0.12,1016,1.3,351,1.5
17,18.4,1.32,0.035,0,0.6,507,30.19,60.01,0.88,0.12,1016,1.4,335,1.4
18,20.4,1.36,0.036,0,0.5,620,26.49,53.47,0.88,0.12,1016,1.4,317,1.2
19,21.8,1.4,0.038,0,-0.1,674,23.34,50.11,0.89,0.12,1016,1.5,298,1.3
20,22.5,1.42,0.039,0,0.3,663,23.01,50.56,0.89,0.12,1015,1.6,283,1.5
21,22.7,1.08,0.053,0,1.1,589,24.1,54.75,0.9,0.12,1015,1.7,275,1.8
22,22.3,1.13,0.055,0,2.0,462,26.22,61.89,0.9,0.12,1015,1.8,270,2.1
23,21.2,1.16,0.056,0,2.9,295,29.92,71.06,0.9,0.12,1014,1.9,268,2.5
0,18.6,1.17,0.056,0,4.1,112,38.4,81.49,0.91,0.12,1015,1.9,267,2.7
1,15.9,1.13,0.055,0,6.0,0,51.99,92.87,0.92,0.12,1015,1.9,269,2.8
2,14.4,1.07,0.052,0,8.4,0,67.36,104.57,0.93,0.12,1015,2.0,273,2.9
3,13.7,1.02,0.051,0,10.5,0,80.8,116.41,0.93,0.12,1015,2.1,276,2.6
4,13.4,1.0,0.048,0,11.7,0,89.56,128.05,0.93,0.12,1015,2.2,278,2.4
5,13.3,1.0,0.045,0,12.4,0,94.06,138.99,0.93,0.12,1015,2.2,280,2.2
6,13.1,1.02,0.043,0,12.7,0,97.27,148.24,0.92,0.12,1015,2.1,283,2.2
7,13.0,1.04,0.041,0,12.8,0,98.7,153.73,0.92,0.12,1014,2.1,286,2.2
8,12.7,1.07,0.04,0,12.7,0,100.0,152.97,0.92,0.12,1014,2.0,289,2.2
9,12.4,1.1,0.039,0,12.4,0,100.0,146.41,0.92,0.12,1014,2.1,289,2.2
10,12.1,1.13,0.04,0,12.1,0,100.0,136.66,0.92,0.12,1014,2.1,288,2.2
11,11.8,1.16,0.04,0,11.8,0,100.0,125.5,0.92,0.12,1014,2.2,290,2.2
12,11.5,1.17,0.039,0,11.5,0,100.0,113.8,0.91,0.12,1014,2.1,293,2.2
13,11.1,1.17,0.04,0,11.1,0,100.0,101.98,0.91,0.12,1014,2.0,297,2.2
14,11.6,1.17,0.043,0,11.6,7,100.0,89.83,0.92,0.12,1014,1.9,301,2.2
15,13.1,1.15,0.048,0,11.8,152,91.65,79.18,0.92,0.12,1014,1.8,307,2.5
16,14.5,1.14,0.053,0,11.2,335,80.4,69.02,0.92,0.12,1014,1.7,318,2.5
17,15.6,1.13,0.058,0,10.0,493,69.54,60.29,0.92,0.12,1014,1.7,327,2.1
18,16.8,1.14,0.059,0,9.4,605,61.81,53.79,0.92,0.12,1014,1.7,324,1.9
19,18.1,1.16,0.061,0,8.8,641,54.59,50.45,0.91,0.12,1013,1.7,316,1.8
20,19.2,1.17,0.063,0,8.3,636,49.13,50.91,0.91,0.12,1012,1.6,306,1.9
21,19.8,1.25,0.055,0,7.8,587,45.96,55.07,0.91,0.12,1012,1.6,296,2.2
22,19.4,1.21,0.056,0,7.3,462,45.4,62.19,0.91,0.12,1011,1.4,289,2.6
23,18.1,1.15,0.059,0,7.0,295,48.16,71.33,0.91,0.12,1011,1.3,285,3.0
0,16.1,1.09,0.06,0,7.1,111,55.32,81.73,0.91,0.12,1011,1.1,283,3.1
1,13.9,1.01,0.057,0,7.8,0,66.68,93.1,0.91,0.12,1011,1.0,284,3.1
2,12.4,0.94,0.056,0,8.7,0,77.98,104.8,0.91,0.12,1011,1.0,286,2.9
3,11.6,0.9,0.055,0,9.2,0,85.17,116.64,0.92,0.12,1011,0.9,286,2.7
4,11.1,0.88,0.054,0,9.5,0,90.08,128.29,0.92,0.12,1011,0.9,287,2.7
5,10.7,0.84,0.054,0,9.8,0,94.14,139.26,0.92,0.12,1011,0.9,290,2.7
6,10.3,0.81,0.055,0,9.9,0,97.33,148.54,0.93,0.12,1011,0.8,292,2.7
7,10.0,0.8,0.056,0,9.9,0,99.17,154.07,0.93,0.12,1010,0.8,297,2.7
8,9.6,0.8,0.056,0,9.6,0,100.0,153.3,0.93,0.12,1011,0.8,304,2.8
9,9.2,0.84,0.057,0,9.2,0,100.0,146.67,0.93,0.12,1011,0.8,311,2.8
10,9.0,0.89,0.061,0,8.6,0,97.58,136.87,0.93,0.12,1011,0.8,315,2.6
11,9.0,0.93,0.064,0,7.9,0,92.92,125.69,0.93,0.12,1011,0.9,316,2.5
12,8.9,0.98,0.065,0,7.4,0,90.42,113.98,0.94,0.12,1011,1.1,316,2.5
13,8.7,1.02,0.065,5,7.4,0,91.67,102.17,0.94,0.12,1012,1.3,317,2.4
14,9.4,1.04,0.068,0,7.7,6,88.83,89.99,0.94,0.12,1012,1.4,317,2.3
15,11.4,1.04,0.067,0,8.0,134,79.62,79.4,0.93,0.12,1012,1.5,318,2.4
16,14.2,1.03,0.058,0,8.2,333,67.28,69.26,0.93,0.12,1012,1.5,326,2.6
17,16.9,1.03,0.048,0,7.3,495,53.23,60.56,0.92,0.12,1012,1.4,332,2.6
